EH_ID,labels,dpi,weight,weight_dpi0,weightloss,fecweight_flot,Expe,Eimeria,fecweight_DNA,Conc_DNA,P260_280,P260_230,V_H2O,Moist,oocyst_sq1,oocyst_sq2,oocyst_sq3,oocyst_sq4,dilution,mean_Neubauer,oocysts.per.tube,OPG,Locality,Genome,Strain,IDD,Dam,Gen,Sir,IDS,Sir.1,Gen.1,Born,Fpar,LS,MM,FF,ID,PIN,Sex,Gen.2,Wean,BW10,BW20,Clip,Parent1,Parent2,HybridStatus,ageAtdpi0expe1a,Batch,Total_DNA,Microbial_density,Genome_copies_mean,Tm_mean,Infection,Genome_copies_ngDNA,DNA_sample,DNA_g_feces,Genome_copies_gFaeces
LM0210,EKY,10,17.84,15.65,-13.9936102236,1.24,Expe005_1b,E64,0.187,59.2,1.87,2.04,9.2,1,0,0,0,1,1,0,0,0,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,978,M,F1,1M,5.42,9.25,L4,PWD,SCHUNT,inter subsp. hybrids,9,1,1.776,0.009497326203208556,1695.815976415551,74.5,Positive,33.91631952831102,1776,9497.326203208557,322114.35017262236
LM0210,ALT,9,17.48,15.65,-11.6932907348,1,Expe005_1b,E64,0.05,71.9,1.98,1.4,21.9,0,1,0,0,0,1,0,0,0,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,978,M,F1,1M,5.42,9.25,L4,PWD,SCHUNT,inter subsp. hybrids,9,1,2.157,0.04314,2846.1297953331123,74.5,Positive,56.922595906662245,2157,43140,2455640.7874134094
LM0210,BOU,0,15.65,15.65,0,1.43,Expe005_1b,E64,0.172,31.6,1.76,2.18,NA,1,0,0,0,0,1,0,0,0,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,978,M,F1,1M,5.42,9.25,L4,PWD,SCHUNT,inter subsp. hybrids,9,1,0.9480000000000001,0.005511627906976744,0,0,Negative,0,948,5511.627906976744,0
LM0210,HQY,2,15.53,15.65,0.7667731629,NA,Expe005_1b,E64,0.099,101.4,1.91,2.33,51.4,1,NA,NA,NA,NA,NA,NA,NA,0,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,978,M,F1,1M,5.42,9.25,L4,PWD,SCHUNT,inter subsp. hybrids,9,1,3.0420000000000003,0.03072727272727273,247.94376746474364,74.5,Positive,4.958875349294873,3042,30727.272727272724,152372.71527833334
LM0210,FGI,4,16.07,15.65,-2.6837060703,0.96,Expe005_1b,E64,0.083,57.4,1.93,1.14,NA,1,0,0,0,0,1,0,0,0,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,978,M,F1,1M,5.42,9.25,L4,PWD,SCHUNT,inter subsp. hybrids,9,1,1.722,0.020746987951807228,114194.45897568279,74.5,Positive,2283.889179513656,1722,20746.987951807227,47383821.29063272
LM0210,GRU,5,15.94,15.65,-1.8530351438,0.64,Expe005_1b,E64,0.104,72.1,1.74,1.12,22.1,0,5,17,8,20,1,12.5,125000,195312.5,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,978,M,F1,1M,5.42,9.25,L4,PWD,SCHUNT,inter subsp. hybrids,9,1,2.1630000000000003,0.020798076923076926,1213397.2513645035,74.5,Positive,24267.945027290072,2163,20798.076923076926,504726587.44258106
LM0210,CWX,6,16.15,15.65,-3.1948881789,0.91,Expe005_1b,E64,0.069,70.9,1.85,1.17,20.9,0,30,32,45,50,1,39.25,392500,431318.6813186813,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,978,M,F1,1M,5.42,9.25,L4,PWD,SCHUNT,inter subsp. hybrids,9,1,2.1270000000000002,0.030826086956521743,947553.4566071364,74.5,Positive,18951.06913214273,2127,30826.086956521736,584187304.9864867
LM0210,LPX,8,16.9,15.65,-7.9872204473,1.06,Expe005_1b,E64,0.049,88.5,1.87,0.77,38.5,0,10,9,14,12,1,11.25,112500,106132.0754716981,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,978,M,F1,1M,5.42,9.25,L4,PWD,SCHUNT,inter subsp. hybrids,9,1,2.6550000000000002,0.05418367346938776,129106.53987997143,74.5,Positive,2582.1307975994287,2655,54183.67346938775,139909331.9923772
LM0210,DRW,7,16.85,15.65,-7.6677316294,1.15,Expe005_1b,E64,0.067,101.3,1.9,2.3,51.3,0,77,73,99,82,1,82.75,827500,719565.2173913044,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,978,M,F1,1M,5.42,9.25,L4,PWD,SCHUNT,inter subsp. hybrids,9,1,3.039,0.04535820895522388,142644.31871376664,74.5,Positive,2852.886374275333,3039,45358.208955223876,129401816.28989157
LM0210,BTY,1,15.95,15.65,-1.9169329073,NA,Expe005_1b,E64,0.109,74.2,1.87,1.84,24.2,0,NA,NA,NA,NA,NA,NA,NA,0,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,978,M,F1,1M,5.42,9.25,L4,PWD,SCHUNT,inter subsp. hybrids,9,1,2.226,0.020422018348623852,195.62835544357372,74.16666666666667,Positive,3.9125671088714746,2226,20422.018348623853,79902.51728759543
LM0210,BKM,3,16.08,15.65,-2.7476038339,1,Expe005_1b,E64,0.059,68.7,1.85,1.88,18.7,0,0,0,0,0,1,0,0,0,PWD x SCHUNT,mus x dom,PWD_SCHUNT,SY,5681,42,SCHUNT,SY,8172,37,2018-05-07,5,8,4,4,EX,978,M,F1,1M,5.42,9.25,L4,PWD,SCHUNT,inter subsp. hybrids,9,1,2.061,0.03493220338983051,448.2110294317038,74.5,Positive,8.964220588634076,2061,34932.20338983051,313139.9768334717
LM0211,IOQ,7,15.05,17.42,13.6050516648,0.86,Expe005_1b,E64,0.054,102.9,1.89,0.96,52.9,0,119,117,123,130,1.5,122.25,1833750,2132267.4418604653,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-04-01,4,4,2,2,EX,757,M,43,1M,5.02,6.72,L3,PWD,PWD,parental strains,14.1428571429,1,3.087,0.05716666666666667,870549.6956246899,74.5,Positive,17410.9939124938,3087,57166.666666666664,995328485.3308954
LM0211,GHI,3,17.4,17.42,0.1148105626,1.04,Expe005_1b,E64,0.074,133.4,1.88,2.35,83.4,0,0,0,0,0,1,0,0,0,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-04-01,4,4,2,2,EX,757,M,43,1M,5.02,6.72,L3,PWD,PWD,parental strains,14.1428571429,1,4.002,0.054081081081081075,2630.6102594466306,74.5,Positive,52.61220518893261,4002,54081.08108108109,2845324.93467714
LM0211,FNP,4,17.05,17.42,2.1239954076,0.8,Expe005_1b,E64,0.131,70.2,1.85,0.89,20.2,1,0,0,0,0,1,0,0,0,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-04-01,4,4,2,2,EX,757,M,43,1M,5.02,6.72,L3,PWD,PWD,parental strains,14.1428571429,1,2.106,0.016076335877862596,627017.6047138011,74.5,Positive,12540.35209427602,2106,16076.335877862595,201602912.29423892
LM0211,OUW,2,17.76,17.42,-1.9517795637,NA,Expe005_1b,E64,0.073,101.7,1.87,1.88,51.7,0,NA,NA,NA,NA,1,NA,NA,0,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-04-01,4,4,2,2,EX,757,M,43,1M,5.02,6.72,L3,PWD,PWD,parental strains,14.1428571429,1,3.051,0.041794520547945205,4957.485553370237,74.5,Positive,99.14971106740474,3051,41794.520547945205,4143914.6365294773
LM0211,BKT,0,17.42,17.42,0,1.38,Expe005_1b,E64,0.069,96.2,1.89,0.83,46.2,0,0,0,0,0,1,0,0,0,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-04-01,4,4,2,2,EX,757,M,43,1M,5.02,6.72,L3,PWD,PWD,parental strains,14.1428571429,1,2.886,0.04182608695652174,0,0,Negative,0,2886,41826.086956521736,0
LM0211,FPS,8,17.26,17.42,0.9184845006,1.11,Expe005_1b,E64,0.065,101.8,1.89,2.23,51.8,0,13,12,17,11,1,13.25,132500,119369.36936936936,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-04-01,4,4,2,2,EX,757,M,43,1M,5.02,6.72,L3,PWD,PWD,parental strains,14.1428571429,1,3.0540000000000003,0.04698461538461539,197565.97862353863,74.5,Positive,3951.3195724707725,3054,46984.61538461538,185651230.37424213
LM0211,PVW,5,15.65,17.42,10.1607347876,0.35,Expe005_1b,E64,0.036,101.9,1.89,2.01,51.9,0,12,10,12,12,1,11.5,115000,328571.4285714286,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-04-01,4,4,2,2,EX,757,M,43,1M,5.02,6.72,L3,PWD,PWD,parental strains,14.1428571429,1,3.057,0.08491666666666667,5054126.106370708,74.33333333333333,Positive,101082.52212741417,3057,84916.66666666667,8583590837.319587
LM0211,FPY,1,17.7,17.42,-1.607347876,NA,Expe005_1b,E64,0.07,116.2,1.89,2.24,66.2,0,NA,NA,NA,NA,NA,NA,NA,0,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-04-01,4,4,2,2,EX,757,M,43,1M,5.02,6.72,L3,PWD,PWD,parental strains,14.1428571429,1,3.486,0.049800000000000004,0,0,Negative,0,3486,49799.99999999999,0
LM0211,APU,9,17.73,17.42,-1.7795637199,0.94,Expe005_1b,E64,0.044,95.6,1.92,1.3,45.6,0,3,0,4,3,1,2.5,25000,26595.744680851065,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-04-01,4,4,2,2,EX,757,M,43,1M,5.02,6.72,L3,PWD,PWD,parental strains,14.1428571429,1,2.868,0.06518181818181817,6575.359765346402,74.5,Positive,131.50719530692805,2868,65181.818181818184,8571878.094097039
LM0211,DJU,6,14.26,17.42,18.1400688863,0.2,Expe005_1b,E64,0.025,113.8,1.91,2.25,63.8,0,18,15,15,26,1,18.5,185000,925000,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-04-01,4,4,2,2,EX,757,M,43,1M,5.02,6.72,L3,PWD,PWD,parental strains,14.1428571429,1,3.414,0.13656000000000001,1328336.174906202,74.5,Positive,26566.723498124036,3414,136560,3627951760.9038186
LM0211,DKM,10,17.94,17.42,-2.9850746269,0.89,Expe005_1b,E64,0.141,108.4,1.9,2.16,58.4,0,0,1,1,2,1,1,10000,11235.955056179775,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-04-01,4,4,2,2,EX,757,M,43,1M,5.02,6.72,L3,PWD,PWD,parental strains,14.1428571429,1,3.2520000000000002,0.023063829787234043,1856.8684181926506,74.5,Positive,37.137368363853014,3252,23063.829787234044,856529.9426897164
LM0212,BOX,9,20.71,21.58,4.031510658,2.07,Expe005_1b,E64,0.105,94.8,1.92,0.53,44.8,1,6,4,3,4,1,4.25,42500,20531.400966183577,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-04-10,4,7,5,2,EX,813,M,F1,1M,5.52,9.89,L3,SCHUNT,STRA,outbred hybrids,12.8571428571,1,2.844,0.027085714285714286,3103.039325941342,74.5,Positive,62.060786518826845,2844,27085.714285714286,1680960.731995653
LM0212,CNR,8,20.18,21.58,6.4874884152,1.71,Expe005_1b,E64,0.104,117.8,1.88,1.89,67.8,0,10,8,8,12,1,9.5,95000,55555.555555555555,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-04-10,4,7,5,2,EX,813,M,F1,1M,5.52,9.89,L3,SCHUNT,STRA,outbred hybrids,12.8571428571,1,3.5340000000000003,0.03398076923076923,40149.61809015604,74.5,Positive,802.9923618031207,3534,33980.769230769234,27286298.1405022
LM0212,HTY,2,21.11,21.58,2.1779425394,NA,Expe005_1b,E64,0.134,72.9,1.89,0.83,22.9,1,NA,NA,NA,NA,NA,NA,NA,0,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-04-10,4,7,5,2,EX,813,M,F1,1M,5.52,9.89,L3,SCHUNT,STRA,outbred hybrids,12.8571428571,1,2.187,0.01632089552238806,271.9613610247346,74.5,Positive,5.439227220494692,2187,16320.895522388058,88773.05918822305
LM0212,GHT,1,21.55,21.58,0.1390176089,NA,Expe005_1b,E64,0.15,81.6,1.83,2.09,31.6,0,NA,NA,NA,NA,NA,NA,NA,0,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-04-10,4,7,5,2,EX,813,M,F1,1M,5.52,9.89,L3,SCHUNT,STRA,outbred hybrids,12.8571428571,1,2.448,0.01632,0,0,Negative,0,2448,16320,0
LM0212,DIK,10,20.68,21.58,4.1705282669,1.34,Expe005_1b,E64,0.1,47.1,1.81,1.69,NA,0,2,0,2,0,1,1,10000,7462.686567164179,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-04-10,4,7,5,2,EX,813,M,F1,1M,5.52,9.89,L3,SCHUNT,STRA,outbred hybrids,12.8571428571,1,1.413,0.01413,638.6909754230508,74.5,Positive,12.773819508461015,1413,14130,180494.06965455416
LM0212,HLO,4,19.42,21.58,10.0092678406,1.59,Expe005_1b,E64,0.247,46.7,1.9,0.12,NA,1,0,0,0,1,1,0,0,0,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-04-10,4,7,5,2,EX,813,M,F1,1M,5.52,9.89,L3,SCHUNT,STRA,outbred hybrids,12.8571428571,1,1.401,0.005672064777327936,719536.5791938852,74.33333333333333,Positive,14390.731583877705,1401,5672.064777327935,81625161.73689339
LM0212,DNY,7,19.67,21.58,8.8507877665,1.5,Expe005_1b,E64,0.108,88.7,1.87,1.06,38.7,0,31,24,38,35,1,32,320000,213333.33333333334,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-04-10,4,7,5,2,EX,813,M,F1,1M,5.52,9.89,L3,SCHUNT,STRA,outbred hybrids,12.8571428571,1,2.661,0.02463888888888889,657536.1757022544,74.5,Positive,13150.723514045088,2661,24638.88888888889,324019215.4710554
LM0212,ABY,6,18.68,21.58,13.4383688601,0.85,Expe005_1b,E64,0.056,122.9,1.91,2.13,72.9,1,171,125,240,203,1,184.75,1847500,2173529.411764706,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-04-10,4,7,5,2,EX,813,M,F1,1M,5.52,9.89,L3,SCHUNT,STRA,outbred hybrids,12.8571428571,1,3.6870000000000003,0.06583928571428573,1075675.5469731425,74.5,Positive,21513.510939462853,3687,65839.28571428571,1416434193.460706
LM0212,HJQ,0,21.58,21.58,0,1.29,Expe005_1b,E64,0.15,71,1.9,0.26,21,1,0,0,0,0,1,0,0,0,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-04-10,4,7,5,2,EX,813,M,F1,1M,5.52,9.89,L3,SCHUNT,STRA,outbred hybrids,12.8571428571,1,2.13,0.014199999999999999,0,0,Negative,0,2130,14200,0
LM0212,NOP,5,19.1,21.58,11.4921223355,0.46,Expe005_1b,E64,0.055,101.3,1.85,2.22,51.3,0,8,4,11,5,1,7,70000,152173.91304347824,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-04-10,4,7,5,2,EX,813,M,F1,1M,5.52,9.89,L3,SCHUNT,STRA,outbred hybrids,12.8571428571,1,3.039,0.05525454545454546,3831989.759302352,74.5,Positive,76639.79518604703,3039,55254.545454545456,4234697046.73449
LM0212,GKV,3,21.06,21.58,2.4096385542,1.22,Expe005_1b,E64,0.142,69.5,1.95,0.26,19.5,0,0,0,0,0,1,0,0,0,SCHUNT x STRA,dom,SCHUNT_STRA,SY,3472,36,STRA,SY,7281,56,2018-04-10,4,7,5,2,EX,813,M,F1,1M,5.52,9.89,L3,SCHUNT,STRA,outbred hybrids,12.8571428571,1,2.085,0.014683098591549296,1039.3862411857067,74.5,Positive,20.787724823714132,2085,14683.098591549297,305228.21308059135
LM0213,DRT,9,16.67,15.39,-8.3170890188,0.92,Expe005_1b,E64,NA,NA,NA,NA,NA,NA,2,4,11,6,1,5.75,57500,62500,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,667,F,43,1F,4.34,4.99,L4,PWD,PWD,parental strains,17.7142857143,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM0213,NST,8,16.57,15.39,-7.6673164392,0.98,Expe005_1b,E64,0.125,107.8,1.8,1.39,57.8,0,5,2,5,3,1,3.75,37500,38265.30612244898,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,667,F,43,1F,4.34,4.99,L4,PWD,PWD,parental strains,17.7142857143,1,3.234,0.025872,61843.031569712344,74.5,Positive,1236.8606313942469,3234,25872,32000058.255431954
LM0213,DMY,7,15.43,15.39,-0.2599090318,0.84,Expe005_1b,E64,0.051,78.3,1.84,1.21,28.3,0,53,58,85,63,1,64.75,647500,770833.3333333334,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,667,F,43,1F,4.34,4.99,L4,PWD,PWD,parental strains,17.7142857143,1,2.349,0.04605882352941177,536439.0861803102,74,Positive,10728.781723606204,2349,46058.82352941177,494155064.0931564
LM0213,DPZ,5,13.47,15.39,12.4756335283,0.23,Expe005_1b,E64,0.111,149.1,1.88,1.76,99.1,0,5,1,5,6,1,4.25,42500,184782.60869565216,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,667,F,43,1F,4.34,4.99,L4,PWD,PWD,parental strains,17.7142857143,1,4.473,0.040297297297297294,1208399.214539545,74.5,Positive,24167.984290790897,4473,40297.2972972973,973904448.0424116
LM0213,FHV,0,15.39,15.39,0,1.4,Expe005_1b,E64,0.094,103,1.82,2.06,53,0,0,0,0,0,1,0,0,0,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,667,F,43,1F,4.34,4.99,L4,PWD,PWD,parental strains,17.7142857143,1,3.09,0.032872340425531915,0,0,Negative,0,3090,32872.34042553192,0
LM0213,CGQ,4,14.74,15.39,4.2235217674,0.86,Expe005_1b,E64,0.165,76.3,1.78,0.25,26.3,0,2,1,1,0,1,1,10000,11627.906976744187,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,667,F,43,1F,4.34,4.99,L4,PWD,PWD,parental strains,17.7142857143,1,2.289,0.013872727272727274,576225.2932456926,74.33333333333333,Positive,11524.505864913852,2289,13872.727272727272,159876326.81689578
LM0213,ABM,6,14.03,15.39,8.8369070825,0.49,Expe005_1b,E64,0.063,106.6,1.88,1.76,56.6,0,72,64,69,75,1,70,700000,1428571.4285714286,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,667,F,43,1F,4.34,4.99,L4,PWD,PWD,parental strains,17.7142857143,1,3.198,0.05076190476190476,8327497.652311106,74.5,Positive,166549.95304622213,3198,50761.90476190476,8454392854.632038
LM0213,ORX,1,15.33,15.39,0.3898635478,NA,Expe005_1b,E64,0.08,66.7,1.83,2.11,16.7,0,NA,NA,NA,NA,NA,NA,NA,0,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,667,F,43,1F,4.34,4.99,L4,PWD,PWD,parental strains,17.7142857143,1,2.001,0.0250125,0,0,Negative,0,2001,25012.5,0
LM0213,DJW,3,15.95,15.39,-3.6387264457,0.93,Expe005_1b,E64,0.047,98.6,1.87,2.1,48.6,0,0,0,0,0,1,0,0,0,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,667,F,43,1F,4.34,4.99,L4,PWD,PWD,parental strains,17.7142857143,1,2.958,0.06293617021276596,1662.4938200774398,74.5,Positive,33.249876401548796,2958,62936.17021276596,2092619.880761305
LM0213,CFO,2,15.58,15.39,-1.2345679012,NA,Expe005_1b,E64,0.091,76.1,1.95,0.74,26.1,1,NA,NA,NA,NA,NA,NA,NA,0,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,667,F,43,1F,4.34,4.99,L4,PWD,PWD,parental strains,17.7142857143,1,2.283,0.025087912087912088,0,0,Negative,0,2283,25087.91208791209,0
LM0213,TUW,10,15.75,15.39,-2.3391812865,0.56,Expe005_1b,E64,0.17,97.1,1.84,1.32,47.1,0,0,0,0,0,1,0,0,0,Prague,mus,PWD_PWD,SY,5343,42,PWD,SY,5340,42,2018-03-07,3,9,5,4,EX,667,F,43,1F,4.34,4.99,L4,PWD,PWD,parental strains,17.7142857143,1,2.9130000000000003,0.01713529411764706,1188.781619795801,74.5,Positive,23.77563239591602,2913,17135.294117647056,407402.45393707854
LM0214,DLQ,5,25.41,27.43,7.3641997813,0.92,Expe005_1b,E64,0.097,122.7,1.84,1.82,72.7,0,0,1,0,0,1,0,0,0,Straas2,dom,STRA_STRA,SY,4827,55,STRA,SY,4823,55,2018-04-03,3,7,2,5,EX,773,M,56,1M,7.05,11.98,P2,STRA,STRA,parental strains,13.8571428571,1,3.681,0.037948453608247425,3167484.917310072,74.5,Positive,63349.69834620144,3681,37948.45360824742,2404023088.787294
LM0214,KPT,3,28.3,27.43,-3.1717098068,1.73,Expe005_1b,E64,0.227,78.8,1.83,0.3,28.8,1,0,0,0,0,1.5,0,0,0,Straas2,dom,STRA_STRA,SY,4827,55,STRA,SY,4823,55,2018-04-03,3,7,2,5,EX,773,M,56,1M,7.05,11.98,P2,STRA,STRA,parental strains,13.8571428571,1,2.364,0.010414096916299558,2834.7681417740896,74.5,Positive,56.695362835481795,2364,10414.096916299559,590431.0032734756
LM0214,EIJ,10,28.34,27.43,-3.317535545,1.15,Expe005_1b,E64,0.209,95.4,1.87,1.86,45.5,1,0,0,2,0,1,0.5,5000,4347.826086956522,Straas2,dom,STRA_STRA,SY,4827,55,STRA,SY,4823,55,2018-04-03,3,7,2,5,EX,773,M,56,1M,7.05,11.98,P2,STRA,STRA,parental strains,13.8571428571,1,2.862,0.01369377990430622,487.69070100300246,74,Positive,9.75381402006005,2862,13693.77990430622,133566.58241823857
LM0214,NXZ,8,26.88,27.43,2.0051039008,1.67,Expe005_1b,E64,0.139,91.5,1.86,1.84,41.5,0,8,1,7,5,2,5.25,105000,62874.25149700599,Straas2,dom,STRA_STRA,SY,4827,55,STRA,SY,4823,55,2018-04-03,3,7,2,5,EX,773,M,56,1M,7.05,11.98,P2,STRA,STRA,parental strains,13.8571428571,1,2.745,0.019748201438848922,19788.97325154089,74.5,Positive,395.7794650308178,2745,19748.20143884892,7815932.600788451
LM0214,FLM,1,27.03,27.43,1.4582573824,NA,Expe005_1b,E64,0.174,81.4,1.89,1.92,31.4,0,NA,NA,NA,NA,NA,NA,NA,0,Straas2,dom,STRA_STRA,SY,4827,55,STRA,SY,4823,55,2018-04-03,3,7,2,5,EX,773,M,56,1M,7.05,11.98,P2,STRA,STRA,parental strains,13.8571428571,1,2.442,0.014034482758620691,NA,NA,NA,NA,2442,14034.48275862069,NA
LM0214,DES,0,27.43,27.43,0,1.12,Expe005_1b,E64,0.136,60.4,1.83,0.21,10.4,0,0,0,0,0,1,0,0,0,Straas2,dom,STRA_STRA,SY,4827,55,STRA,SY,4823,55,2018-04-03,3,7,2,5,EX,773,M,56,1M,7.05,11.98,P2,STRA,STRA,parental strains,13.8571428571,1,1.812,0.013323529411764706,0,0,Negative,0,1812,13323.529411764704,0
LM0214,ADQ,2,27.31,27.43,0.4374772147,NA,Expe005_1b,E64,0.179,82.6,1.9,1.85,32.6,0,NA,NA,NA,NA,NA,NA,NA,0,Straas2,dom,STRA_STRA,SY,4827,55,STRA,SY,4823,55,2018-04-03,3,7,2,5,EX,773,M,56,1M,7.05,11.98,P2,STRA,STRA,parental strains,13.8571428571,1,2.478,0.013843575418994414,109.30207570998326,75,Positive,2.186041514199665,2478,13843.575418994415,30262.630570875812
LM0214,CEY,9,28.05,27.43,-2.2602989428,1.27,Expe005_1b,E64,NA,NA,NA,NA,NA,NA,6,6,3,9,2,6,120000,94488.18897637795,Straas2,dom,STRA_STRA,SY,4827,55,STRA,SY,4823,55,2018-04-03,3,7,2,5,EX,773,M,56,1M,7.05,11.98,P2,STRA,STRA,parental strains,13.8571428571,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
LM0214,EUV,7,24.93,27.43,9.1141086402,2.39,Expe005_1b,E64,0.108,100,1.94,1.93,50,1,51,41,70,56,2,54.5,1090000,456066.94560669456,Straas2,dom,STRA_STRA,SY,4827,55,STRA,SY,4823,55,2018-04-03,3,7,2,5,EX,773,M,56,1M,7.05,11.98,P2,STRA,STRA,parental strains,13.8571428571,1,3,0.027777777777777776,1211785.4079750322,74.5,Positive,24235.708159500646,3000,27777.777777777777,673214115.5416846
LM0214,PRY,4,26.54,27.43,3.2446226759,2.14,Expe005_1b,E64,0.14,125.4,1.96,1.18,75.4,1,0,0,0,0,2,0,0,0,Straas2,dom,STRA_STRA,SY,4827,55,STRA,SY,4823,55,2018-04-03,3,7,2,5,EX,773,M,56,1M,7.05,11.98,P2,STRA,STRA,parental strains,13.8571428571,1,3.762,0.02687142857142857,386695.40210714506,74.5,Positive,7733.908042142901,3762,26871.42857142857,207821157.53243992
LM0214,OTZ,6,24.34,27.43,11.2650382793,0.29,Expe005_1b,E64,0.084,206.9,1.84,0.85,156.9,0,50,40,30,39,1,39.75,397500,1370689.655172414,Straas2,dom,STRA_STRA,SY,4827,55,STRA,SY,4823,55,2018-04-03,3,7,2,5,EX,773,M,56,1M,7.05,11.98,P2,STRA,STRA,parental strains,13.8571428571,1,6.207,0.07389285714285714,1962309.03186865,74.5,Positive,39246.180637373,6207,73892.85714285714,2900012419.240169
LM0215,DGQ,3,24.29,23.9,-1.6317991632,1.84,Expe005_1b,E64,0.098,109.5,1.84,0.54,59.5,1,0,0,0,0,1,0,0,0,BUSNA x STRA,mus x dom,BUSNA_STRA,SY,6114,60,STRA,SY,6345,55,2018-02-23,2,3,0,3,EX,622,F,F1,1F,7.76,13.35,L4,BUSNA,STRA,inter subsp. hybrids,19.4285714286,1,3.285,0.033520408163265306,4603.622380141469,74.5,Positive,92.072447602829385,3285,33520.4081632653,3086306.024237699
LM0215,PRZ,2,24.17,23.9,-1.129707113,NA,Expe005_1b,E64,0.104,120.4,1.95,0.68,70.4,0,NA,NA,NA,NA,NA,NA,NA,0,BUSNA x STRA,mus x dom,BUSNA_STRA,SY,6114,60,STRA,SY,6345,55,2018-02-23,2,3,0,3,EX,622,F,F1,1F,7.76,13.35,L4,BUSNA,STRA,inter subsp. hybrids,19.4285714286,1,3.612,0.03473076923076923,415.11307500480876,74.5,Positive,8.302261500096176,3612,34730.769230769234,288343.9282533403
